轮次,合同设计,发布者效用
4591,"[48, 44, 42, 42, 40, 38.096, 35.752, 34.496, 34.496, 33.0]",425.736
4592,"[49, 44, 42, 42, 40, 38.682, 35.752, 34.496, 34.496, 33.0]",425.717
4593,"[45, 45, 42, 42, 40, 36.38, 36.38, 34.496, 34.496, 33.0]",425.74
4594,"[46, 45, 42, 42, 40, 36.966, 36.38, 34.496, 34.496, 33.0]",425.75
4595,"[47, 45, 42, 42, 40, 37.552, 36.38, 34.496, 34.496, 33.0]",425.75
4596,"[48, 45, 42, 42, 40, 38.138, 36.38, 34.496, 34.496, 33.0]",425.741
4597,"[49, 45, 42, 42, 40, 38.724, 36.38, 34.496, 34.496, 33.0]",425.722
4598,"[46, 46, 42, 42, 40, 37.008, 37.008, 34.496, 34.496, 33.0]",425.744
4599,"[47, 46, 42, 42, 40, 37.594, 37.008, 34.496, 34.496, 33.0]",425.744
4600,"[48, 46, 42, 42, 40, 38.18, 37.008, 34.496, 34.496, 33.0]",425.734
4601,"[49, 46, 42, 42, 40, 38.766, 37.008, 34.496, 34.496, 33.0]",425.716
4602,"[47, 47, 42, 42, 40, 37.636, 37.636, 34.496, 34.496, 33.0]",425.727
4603,"[48, 47, 42, 42, 40, 38.222, 37.636, 34.496, 34.496, 33.0]",425.717
4604,"[49, 47, 42, 42, 40, 38.808, 37.636, 34.496, 34.496, 33.0]",425.699
4605,"[48, 48, 42, 42, 40, 38.264, 38.264, 34.496, 34.496, 33.0]",425.691
4606,"[49, 48, 42, 42, 40, 38.85, 38.264, 34.496, 34.496, 33.0]",425.672
4607,"[49, 49, 42, 42, 40, 38.892, 38.892, 34.496, 34.496, 33.0]",425.637
4608,"[43, 43, 43, 42, 40, 35.178, 35.178, 35.178, 34.496, 33.0]",425.668
4609,"[44, 43, 43, 42, 40, 35.764, 35.178, 35.178, 34.496, 33.0]",425.703
4610,"[45, 43, 43, 42, 40, 36.35, 35.178, 35.178, 34.496, 33.0]",425.725
4611,"[46, 43, 43, 42, 40, 36.936, 35.178, 35.178, 34.496, 33.0]",425.735
4612,"[47, 43, 43, 42, 40, 37.522, 35.178, 35.178, 34.496, 33.0]",425.735
4613,"[48, 43, 43, 42, 40, 38.108, 35.178, 35.178, 34.496, 33.0]",425.725
4614,"[49, 43, 43, 42, 40, 38.694, 35.178, 35.178, 34.496, 33.0]",425.707
4615,"[44, 44, 43, 42, 40, 35.806, 35.806, 35.178, 34.496, 33.0]",425.72
4616,"[45, 44, 43, 42, 40, 36.392, 35.806, 35.178, 34.496, 33.0]",425.742
4617,"[46, 44, 43, 42, 40, 36.978, 35.806, 35.178, 34.496, 33.0]",425.753
4618,"[47, 44, 43, 42, 40, 37.564, 35.806, 35.178, 34.496, 33.0]",425.753
4619,"[48, 44, 43, 42, 40, 38.15, 35.806, 35.178, 34.496, 33.0]",425.743
4620,"[49, 44, 43, 42, 40, 38.736, 35.806, 35.178, 34.496, 33.0]",425.724
4621,"[45, 45, 43, 42, 40, 36.434, 36.434, 35.178, 34.496, 33.0]",425.747
4622,"[46, 45, 43, 42, 40, 37.02, 36.434, 35.178, 34.496, 33.0]",425.758
4623,"[47, 45, 43, 42, 40, 37.606, 36.434, 35.178, 34.496, 33.0]",425.758
4624,"[48, 45, 43, 42, 40, 38.192, 36.434, 35.178, 34.496, 33.0]",425.748
4625,"[49, 45, 43, 42, 40, 38.778, 36.434, 35.178, 34.496, 33.0]",425.729
4626,"[46, 46, 43, 42, 40, 37.062, 37.062, 35.178, 34.496, 33.0]",425.751
4627,"[47, 46, 43, 42, 40, 37.648, 37.062, 35.178, 34.496, 33.0]",425.751
4628,"[48, 46, 43, 42, 40, 38.234, 37.062, 35.178, 34.496, 33.0]",425.741
4629,"[49, 46, 43, 42, 40, 38.82, 37.062, 35.178, 34.496, 33.0]",425.723
4630,"[47, 47, 43, 42, 40, 37.69, 37.69, 35.178, 34.496, 33.0]",425.734
4631,"[48, 47, 43, 42, 40, 38.276, 37.69, 35.178, 34.496, 33.0]",425.725
4632,"[49, 47, 43, 42, 40, 38.862, 37.69, 35.178, 34.496, 33.0]",425.706
4633,"[48, 48, 43, 42, 40, 38.318, 38.318, 35.178, 34.496, 33.0]",425.698
4634,"[49, 48, 43, 42, 40, 38.904, 38.318, 35.178, 34.496, 33.0]",425.68
4635,"[49, 49, 43, 42, 40, 38.946, 38.946, 35.178, 34.496, 33.0]",425.644
4636,"[44, 44, 44, 42, 40, 35.86, 35.86, 35.86, 34.496, 33.0]",425.714
4637,"[45, 44, 44, 42, 40, 36.446, 35.86, 35.86, 34.496, 33.0]",425.736
4638,"[46, 44, 44, 42, 40, 37.032, 35.86, 35.86, 34.496, 33.0]",425.746
4639,"[47, 44, 44, 42, 40, 37.618, 35.86, 35.86, 34.496, 33.0]",425.746
4640,"[48, 44, 44, 42, 40, 38.204, 35.86, 35.86, 34.496, 33.0]",425.736
4641,"[49, 44, 44, 42, 40, 38.79, 35.86, 35.86, 34.496, 33.0]",425.718
4642,"[45, 45, 44, 42, 40, 36.488, 36.488, 35.86, 34.496, 33.0]",425.741
4643,"[46, 45, 44, 42, 40, 37.074, 36.488, 35.86, 34.496, 33.0]",425.751
4644,"[47, 45, 44, 42, 40, 37.66, 36.488, 35.86, 34.496, 33.0]",425.751
4645,"[48, 45, 44, 42, 40, 38.246, 36.488, 35.86, 34.496, 33.0]",425.741
4646,"[49, 45, 44, 42, 40, 38.832, 36.488, 35.86, 34.496, 33.0]",425.723
4647,"[46, 46, 44, 42, 40, 37.116, 37.116, 35.86, 34.496, 33.0]",425.745
4648,"[47, 46, 44, 42, 40, 37.702, 37.116, 35.86, 34.496, 33.0]",425.745
4649,"[48, 46, 44, 42, 40, 38.288, 37.116, 35.86, 34.496, 33.0]",425.735
4650,"[49, 46, 44, 42, 40, 38.874, 37.116, 35.86, 34.496, 33.0]",425.717
4651,"[47, 47, 44, 42, 40, 37.744, 37.744, 35.86, 34.496, 33.0]",425.728
4652,"[48, 47, 44, 42, 40, 38.33, 37.744, 35.86, 34.496, 33.0]",425.718
4653,"[49, 47, 44, 42, 40, 38.916, 37.744, 35.86, 34.496, 33.0]",425.7
4654,"[48, 48, 44, 42, 40, 38.372, 38.372, 35.86, 34.496, 33.0]",425.692
4655,"[49, 48, 44, 42, 40, 38.958, 38.372, 35.86, 34.496, 33.0]",425.673
4656,"[49, 49, 44, 42, 40, 39.0, 39.0, 35.86, 34.496, 33.0]",425.638
4657,"[45, 45, 45, 42, 40, 36.542, 36.542, 36.542, 34.496, 33.0]",425.722
4658,"[46, 45, 45, 42, 40, 37.128, 36.542, 36.542, 34.496, 33.0]",425.732
4659,"[47, 45, 45, 42, 40, 37.714, 36.542, 36.542, 34.496, 33.0]",425.732
4660,"[48, 45, 45, 42, 40, 38.3, 36.542, 36.542, 34.496, 33.0]",425.722
4661,"[49, 45, 45, 42, 40, 38.886, 36.542, 36.542, 34.496, 33.0]",425.704
4662,"[46, 46, 45, 42, 40, 37.17, 37.17, 36.542, 34.496, 33.0]",425.726
4663,"[47, 46, 45, 42, 40, 37.756, 37.17, 36.542, 34.496, 33.0]",425.726
4664,"[48, 46, 45, 42, 40, 38.342, 37.17, 36.542, 34.496, 33.0]",425.716
4665,"[49, 46, 45, 42, 40, 38.928, 37.17, 36.542, 34.496, 33.0]",425.698
4666,"[47, 47, 45, 42, 40, 37.798, 37.798, 36.542, 34.496, 33.0]",425.709
4667,"[48, 47, 45, 42, 40, 38.384, 37.798, 36.542, 34.496, 33.0]",425.699
4668,"[49, 47, 45, 42, 40, 38.97, 37.798, 36.542, 34.496, 33.0]",425.681
4669,"[48, 48, 45, 42, 40, 38.426, 38.426, 36.542, 34.496, 33.0]",425.673
4670,"[49, 48, 45, 42, 40, 39.012, 38.426, 36.542, 34.496, 33.0]",425.654
4671,"[49, 49, 45, 42, 40, 39.054, 39.054, 36.542, 34.496, 33.0]",425.619
4672,"[46, 46, 46, 42, 40, 37.224, 37.224, 37.224, 34.496, 33.0]",425.695
4673,"[47, 46, 46, 42, 40, 37.81, 37.224, 37.224, 34.496, 33.0]",425.695
4674,"[48, 46, 46, 42, 40, 38.396, 37.224, 37.224, 34.496, 33.0]",425.686
4675,"[49, 46, 46, 42, 40, 38.982, 37.224, 37.224, 34.496, 33.0]",425.667
4676,"[47, 47, 46, 42, 40, 37.852, 37.852, 37.224, 34.496, 33.0]",425.679
4677,"[48, 47, 46, 42, 40, 38.438, 37.852, 37.224, 34.496, 33.0]",425.669
4678,"[49, 47, 46, 42, 40, 39.024, 37.852, 37.224, 34.496, 33.0]",425.65
4679,"[48, 48, 46, 42, 40, 38.48, 38.48, 37.224, 34.496, 33.0]",425.642
4680,"[49, 48, 46, 42, 40, 39.066, 38.48, 37.224, 34.496, 33.0]",425.624
4681,"[49, 49, 46, 42, 40, 39.108, 39.108, 37.224, 34.496, 33.0]",425.589
4682,"[47, 47, 47, 42, 40, 37.906, 37.906, 37.906, 34.496, 33.0]",425.638
4683,"[48, 47, 47, 42, 40, 38.492, 37.906, 37.906, 34.496, 33.0]",425.628
4684,"[49, 47, 47, 42, 40, 39.078, 37.906, 37.906, 34.496, 33.0]",425.609
4685,"[48, 48, 47, 42, 40, 38.534, 38.534, 37.906, 34.496, 33.0]",425.601
4686,"[49, 48, 47, 42, 40, 39.12, 38.534, 37.906, 34.496, 33.0]",425.583
4687,"[49, 49, 47, 42, 40, 39.162, 39.162, 37.906, 34.496, 33.0]",425.548
4688,"[48, 48, 48, 42, 40, 38.588, 38.588, 38.588, 34.496, 33.0]",425.551
4689,"[49, 48, 48, 42, 40, 39.174, 38.588, 38.588, 34.496, 33.0]",425.532
4690,"[49, 49, 48, 42, 40, 39.216, 39.216, 38.588, 34.496, 33.0]",425.497
4691,"[49, 49, 49, 42, 40, 39.27, 39.27, 39.27, 34.496, 33.0]",425.438
4692,"[43, 43, 43, 43, 40, 35.244, 35.244, 35.244, 35.244, 33.0]",425.644
4693,"[44, 43, 43, 43, 40, 35.83, 35.244, 35.244, 35.244, 33.0]",425.679
4694,"[45, 43, 43, 43, 40, 36.416, 35.244, 35.244, 35.244, 33.0]",425.701
4695,"[46, 43, 43, 43, 40, 37.002, 35.244, 35.244, 35.244, 33.0]",425.711
4696,"[47, 43, 43, 43, 40, 37.588, 35.244, 35.244, 35.244, 33.0]",425.711
4697,"[48, 43, 43, 43, 40, 38.174, 35.244, 35.244, 35.244, 33.0]",425.701
4698,"[49, 43, 43, 43, 40, 38.76, 35.244, 35.244, 35.244, 33.0]",425.683
4699,"[44, 44, 43, 43, 40, 35.872, 35.872, 35.244, 35.244, 33.0]",425.696
4700,"[45, 44, 43, 43, 40, 36.458, 35.872, 35.244, 35.244, 33.0]",425.718
4701,"[46, 44, 43, 43, 40, 37.044, 35.872, 35.244, 35.244, 33.0]",425.729
4702,"[47, 44, 43, 43, 40, 37.63, 35.872, 35.244, 35.244, 33.0]",425.728
4703,"[48, 44, 43, 43, 40, 38.216, 35.872, 35.244, 35.244, 33.0]",425.719
4704,"[49, 44, 43, 43, 40, 38.802, 35.872, 35.244, 35.244, 33.0]",425.7
4705,"[45, 45, 43, 43, 40, 36.5, 36.5, 35.244, 35.244, 33.0]",425.723
4706,"[46, 45, 43, 43, 40, 37.086, 36.5, 35.244, 35.244, 33.0]",425.734
4707,"[47, 45, 43, 43, 40, 37.672, 36.5, 35.244, 35.244, 33.0]",425.734
4708,"[48, 45, 43, 43, 40, 38.258, 36.5, 35.244, 35.244, 33.0]",425.724
4709,"[49, 45, 43, 43, 40, 38.844, 36.5, 35.244, 35.244, 33.0]",425.705
4710,"[46, 46, 43, 43, 40, 37.128, 37.128, 35.244, 35.244, 33.0]",425.727
4711,"[47, 46, 43, 43, 40, 37.714, 37.128, 35.244, 35.244, 33.0]",425.727
4712,"[48, 46, 43, 43, 40, 38.3, 37.128, 35.244, 35.244, 33.0]",425.717
4713,"[49, 46, 43, 43, 40, 38.886, 37.128, 35.244, 35.244, 33.0]",425.699
4714,"[47, 47, 43, 43, 40, 37.756, 37.756, 35.244, 35.244, 33.0]",425.71
4715,"[48, 47, 43, 43, 40, 38.342, 37.756, 35.244, 35.244, 33.0]",425.701
4716,"[49, 47, 43, 43, 40, 38.928, 37.756, 35.244, 35.244, 33.0]",425.682
4717,"[48, 48, 43, 43, 40, 38.384, 38.384, 35.244, 35.244, 33.0]",425.674
4718,"[49, 48, 43, 43, 40, 38.97, 38.384, 35.244, 35.244, 33.0]",425.656
4719,"[49, 49, 43, 43, 40, 39.012, 39.012, 35.244, 35.244, 33.0]",425.62
4720,"[44, 44, 44, 43, 40, 35.926, 35.926, 35.926, 35.244, 33.0]",425.69
4721,"[45, 44, 44, 43, 40, 36.512, 35.926, 35.926, 35.244, 33.0]",425.712
4722,"[46, 44, 44, 43, 40, 37.098, 35.926, 35.926, 35.244, 33.0]",425.722
4723,"[47, 44, 44, 43, 40, 37.684, 35.926, 35.926, 35.244, 33.0]",425.722
4724,"[48, 44, 44, 43, 40, 38.27, 35.926, 35.926, 35.244, 33.0]",425.712
4725,"[49, 44, 44, 43, 40, 38.856, 35.926, 35.926, 35.244, 33.0]",425.694
4726,"[45, 45, 44, 43, 40, 36.554, 36.554, 35.926, 35.244, 33.0]",425.717
4727,"[46, 45, 44, 43, 40, 37.14, 36.554, 35.926, 35.244, 33.0]",425.727
4728,"[47, 45, 44, 43, 40, 37.726, 36.554, 35.926, 35.244, 33.0]",425.727
4729,"[48, 45, 44, 43, 40, 38.312, 36.554, 35.926, 35.244, 33.0]",425.717
4730,"[49, 45, 44, 43, 40, 38.898, 36.554, 35.926, 35.244, 33.0]",425.699
4731,"[46, 46, 44, 43, 40, 37.182, 37.182, 35.926, 35.244, 33.0]",425.721
4732,"[47, 46, 44, 43, 40, 37.768, 37.182, 35.926, 35.244, 33.0]",425.721
4733,"[48, 46, 44, 43, 40, 38.354, 37.182, 35.926, 35.244, 33.0]",425.711
4734,"[49, 46, 44, 43, 40, 38.94, 37.182, 35.926, 35.244, 33.0]",425.692
4735,"[47, 47, 44, 43, 40, 37.81, 37.81, 35.926, 35.244, 33.0]",425.704
4736,"[48, 47, 44, 43, 40, 38.396, 37.81, 35.926, 35.244, 33.0]",425.694
4737,"[49, 47, 44, 43, 40, 38.982, 37.81, 35.926, 35.244, 33.0]",425.676
4738,"[48, 48, 44, 43, 40, 38.438, 38.438, 35.926, 35.244, 33.0]",425.668
4739,"[49, 48, 44, 43, 40, 39.024, 38.438, 35.926, 35.244, 33.0]",425.649
4740,"[49, 49, 44, 43, 40, 39.066, 39.066, 35.926, 35.244, 33.0]",425.614
4741,"[45, 45, 45, 43, 40, 36.608, 36.608, 36.608, 35.244, 33.0]",425.698
4742,"[46, 45, 45, 43, 40, 37.194, 36.608, 36.608, 35.244, 33.0]",425.708
4743,"[47, 45, 45, 43, 40, 37.78, 36.608, 36.608, 35.244, 33.0]",425.708
4744,"[48, 45, 45, 43, 40, 38.366, 36.608, 36.608, 35.244, 33.0]",425.698
4745,"[49, 45, 45, 43, 40, 38.952, 36.608, 36.608, 35.244, 33.0]",425.68
4746,"[46, 46, 45, 43, 40, 37.236, 37.236, 36.608, 35.244, 33.0]",425.702
4747,"[47, 46, 45, 43, 40, 37.822, 37.236, 36.608, 35.244, 33.0]",425.702
4748,"[48, 46, 45, 43, 40, 38.408, 37.236, 36.608, 35.244, 33.0]",425.692
4749,"[49, 46, 45, 43, 40, 38.994, 37.236, 36.608, 35.244, 33.0]",425.673
4750,"[47, 47, 45, 43, 40, 37.864, 37.864, 36.608, 35.244, 33.0]",425.685
4751,"[48, 47, 45, 43, 40, 38.45, 37.864, 36.608, 35.244, 33.0]",425.675
4752,"[49, 47, 45, 43, 40, 39.036, 37.864, 36.608, 35.244, 33.0]",425.657
4753,"[48, 48, 45, 43, 40, 38.492, 38.492, 36.608, 35.244, 33.0]",425.649
4754,"[49, 48, 45, 43, 40, 39.078, 38.492, 36.608, 35.244, 33.0]",425.63
4755,"[49, 49, 45, 43, 40, 39.12, 39.12, 36.608, 35.244, 33.0]",425.595
4756,"[46, 46, 46, 43, 40, 37.29, 37.29, 37.29, 35.244, 33.0]",425.671
4757,"[47, 46, 46, 43, 40, 37.876, 37.29, 37.29, 35.244, 33.0]",425.671
4758,"[48, 46, 46, 43, 40, 38.462, 37.29, 37.29, 35.244, 33.0]",425.662
4759,"[49, 46, 46, 43, 40, 39.048, 37.29, 37.29, 35.244, 33.0]",425.643
4760,"[47, 47, 46, 43, 40, 37.918, 37.918, 37.29, 35.244, 33.0]",425.654
4761,"[48, 47, 46, 43, 40, 38.504, 37.918, 37.29, 35.244, 33.0]",425.645
4762,"[49, 47, 46, 43, 40, 39.09, 37.918, 37.29, 35.244, 33.0]",425.626
4763,"[48, 48, 46, 43, 40, 38.546, 38.546, 37.29, 35.244, 33.0]",425.618
4764,"[49, 48, 46, 43, 40, 39.132, 38.546, 37.29, 35.244, 33.0]",425.6
4765,"[49, 49, 46, 43, 40, 39.174, 39.174, 37.29, 35.244, 33.0]",425.564
4766,"[47, 47, 47, 43, 40, 37.972, 37.972, 37.972, 35.244, 33.0]",425.614
4767,"[48, 47, 47, 43, 40, 38.558, 37.972, 37.972, 35.244, 33.0]",425.604
4768,"[49, 47, 47, 43, 40, 39.144, 37.972, 37.972, 35.244, 33.0]",425.585
4769,"[48, 48, 47, 43, 40, 38.6, 38.6, 37.972, 35.244, 33.0]",425.577
4770,"[49, 48, 47, 43, 40, 39.186, 38.6, 37.972, 35.244, 33.0]",425.559
4771,"[49, 49, 47, 43, 40, 39.228, 39.228, 37.972, 35.244, 33.0]",425.524
4772,"[48, 48, 48, 43, 40, 38.654, 38.654, 38.654, 35.244, 33.0]",425.527
4773,"[49, 48, 48, 43, 40, 39.24, 38.654, 38.654, 35.244, 33.0]",425.508
4774,"[49, 49, 48, 43, 40, 39.282, 39.282, 38.654, 35.244, 33.0]",425.473
4775,"[49, 49, 49, 43, 40, 39.336, 39.336, 39.336, 35.244, 33.0]",425.414
4776,"[44, 44, 44, 44, 40, 35.992, 35.992, 35.992, 35.992, 33.0]",425.652
4777,"[45, 44, 44, 44, 40, 36.578, 35.992, 35.992, 35.992, 33.0]",425.674
4778,"[46, 44, 44, 44, 40, 37.164, 35.992, 35.992, 35.992, 33.0]",425.684
4779,"[47, 44, 44, 44, 40, 37.75, 35.992, 35.992, 35.992, 33.0]",425.684
4780,"[48, 44, 44, 44, 40, 38.336, 35.992, 35.992, 35.992, 33.0]",425.675
4781,"[49, 44, 44, 44, 40, 38.922, 35.992, 35.992, 35.992, 33.0]",425.656
4782,"[45, 45, 44, 44, 40, 36.62, 36.62, 35.992, 35.992, 33.0]",425.679
4783,"[46, 45, 44, 44, 40, 37.206, 36.62, 35.992, 35.992, 33.0]",425.689
4784,"[47, 45, 44, 44, 40, 37.792, 36.62, 35.992, 35.992, 33.0]",425.689
4785,"[48, 45, 44, 44, 40, 38.378, 36.62, 35.992, 35.992, 33.0]",425.68
4786,"[49, 45, 44, 44, 40, 38.964, 36.62, 35.992, 35.992, 33.0]",425.661
4787,"[46, 46, 44, 44, 40, 37.248, 37.248, 35.992, 35.992, 33.0]",425.683
4788,"[47, 46, 44, 44, 40, 37.834, 37.248, 35.992, 35.992, 33.0]",425.683
4789,"[48, 46, 44, 44, 40, 38.42, 37.248, 35.992, 35.992, 33.0]",425.673
4790,"[49, 46, 44, 44, 40, 39.006, 37.248, 35.992, 35.992, 33.0]",425.655
4791,"[47, 47, 44, 44, 40, 37.876, 37.876, 35.992, 35.992, 33.0]",425.666
4792,"[48, 47, 44, 44, 40, 38.462, 37.876, 35.992, 35.992, 33.0]",425.656
4793,"[49, 47, 44, 44, 40, 39.048, 37.876, 35.992, 35.992, 33.0]",425.638
4794,"[48, 48, 44, 44, 40, 38.504, 38.504, 35.992, 35.992, 33.0]",425.63
4795,"[49, 48, 44, 44, 40, 39.09, 38.504, 35.992, 35.992, 33.0]",425.611
4796,"[49, 49, 44, 44, 40, 39.132, 39.132, 35.992, 35.992, 33.0]",425.576
4797,"[45, 45, 45, 44, 40, 36.674, 36.674, 36.674, 35.992, 33.0]",425.66
4798,"[46, 45, 45, 44, 40, 37.26, 36.674, 36.674, 35.992, 33.0]",425.67
4799,"[47, 45, 45, 44, 40, 37.846, 36.674, 36.674, 35.992, 33.0]",425.67
4800,"[48, 45, 45, 44, 40, 38.432, 36.674, 36.674, 35.992, 33.0]",425.661
4801,"[49, 45, 45, 44, 40, 39.018, 36.674, 36.674, 35.992, 33.0]",425.642
4802,"[46, 46, 45, 44, 40, 37.302, 37.302, 36.674, 35.992, 33.0]",425.664
4803,"[47, 46, 45, 44, 40, 37.888, 37.302, 36.674, 35.992, 33.0]",425.664
4804,"[48, 46, 45, 44, 40, 38.474, 37.302, 36.674, 35.992, 33.0]",425.654
4805,"[49, 46, 45, 44, 40, 39.06, 37.302, 36.674, 35.992, 33.0]",425.636
4806,"[47, 47, 45, 44, 40, 37.93, 37.93, 36.674, 35.992, 33.0]",425.647
4807,"[48, 47, 45, 44, 40, 38.516, 37.93, 36.674, 35.992, 33.0]",425.637
4808,"[49, 47, 45, 44, 40, 39.102, 37.93, 36.674, 35.992, 33.0]",425.619
4809,"[48, 48, 45, 44, 40, 38.558, 38.558, 36.674, 35.992, 33.0]",425.611
4810,"[49, 48, 45, 44, 40, 39.144, 38.558, 36.674, 35.992, 33.0]",425.592
4811,"[49, 49, 45, 44, 40, 39.186, 39.186, 36.674, 35.992, 33.0]",425.557
4812,"[46, 46, 46, 44, 40, 37.356, 37.356, 37.356, 35.992, 33.0]",425.634
4813,"[47, 46, 46, 44, 40, 37.942, 37.356, 37.356, 35.992, 33.0]",425.634
4814,"[48, 46, 46, 44, 40, 38.528, 37.356, 37.356, 35.992, 33.0]",425.624
4815,"[49, 46, 46, 44, 40, 39.114, 37.356, 37.356, 35.992, 33.0]",425.605
4816,"[47, 47, 46, 44, 40, 37.984, 37.984, 37.356, 35.992, 33.0]",425.617
4817,"[48, 47, 46, 44, 40, 38.57, 37.984, 37.356, 35.992, 33.0]",425.607
4818,"[49, 47, 46, 44, 40, 39.156, 37.984, 37.356, 35.992, 33.0]",425.589
4819,"[48, 48, 46, 44, 40, 38.612, 38.612, 37.356, 35.992, 33.0]",425.581
4820,"[49, 48, 46, 44, 40, 39.198, 38.612, 37.356, 35.992, 33.0]",425.562
4821,"[49, 49, 46, 44, 40, 39.24, 39.24, 37.356, 35.992, 33.0]",425.527
4822,"[47, 47, 47, 44, 40, 38.038, 38.038, 38.038, 35.992, 33.0]",425.576
4823,"[48, 47, 47, 44, 40, 38.624, 38.038, 38.038, 35.992, 33.0]",425.566
4824,"[49, 47, 47, 44, 40, 39.21, 38.038, 38.038, 35.992, 33.0]",425.548
4825,"[48, 48, 47, 44, 40, 38.666, 38.666, 38.038, 35.992, 33.0]",425.54
4826,"[49, 48, 47, 44, 40, 39.252, 38.666, 38.038, 35.992, 33.0]",425.521
4827,"[49, 49, 47, 44, 40, 39.294, 39.294, 38.038, 35.992, 33.0]",425.486
4828,"[48, 48, 48, 44, 40, 38.72, 38.72, 38.72, 35.992, 33.0]",425.489
4829,"[49, 48, 48, 44, 40, 39.306, 38.72, 38.72, 35.992, 33.0]",425.471
4830,"[49, 49, 48, 44, 40, 39.348, 39.348, 38.72, 35.992, 33.0]",425.435
4831,"[49, 49, 49, 44, 40, 39.402, 39.402, 39.402, 35.992, 33.0]",425.376
4832,"[45, 45, 45, 45, 40, 36.74, 36.74, 36.74, 36.74, 33.0]",425.61
4833,"[46, 45, 45, 45, 40, 37.326, 36.74, 36.74, 36.74, 33.0]",425.62
4834,"[47, 45, 45, 45, 40, 37.912, 36.74, 36.74, 36.74, 33.0]",425.62
4835,"[48, 45, 45, 45, 40, 38.498, 36.74, 36.74, 36.74, 33.0]",425.611
4836,"[49, 45, 45, 45, 40, 39.084, 36.74, 36.74, 36.74, 33.0]",425.592
4837,"[46, 46, 45, 45, 40, 37.368, 37.368, 36.74, 36.74, 33.0]",425.614
4838,"[47, 46, 45, 45, 40, 37.954, 37.368, 36.74, 36.74, 33.0]",425.614
4839,"[48, 46, 45, 45, 40, 38.54, 37.368, 36.74, 36.74, 33.0]",425.604
4840,"[49, 46, 45, 45, 40, 39.126, 37.368, 36.74, 36.74, 33.0]",425.586
4841,"[47, 47, 45, 45, 40, 37.996, 37.996, 36.74, 36.74, 33.0]",425.597
4842,"[48, 47, 45, 45, 40, 38.582, 37.996, 36.74, 36.74, 33.0]",425.587
4843,"[49, 47, 45, 45, 40, 39.168, 37.996, 36.74, 36.74, 33.0]",425.569
4844,"[48, 48, 45, 45, 40, 38.624, 38.624, 36.74, 36.74, 33.0]",425.561
4845,"[49, 48, 45, 45, 40, 39.21, 38.624, 36.74, 36.74, 33.0]",425.542
4846,"[49, 49, 45, 45, 40, 39.252, 39.252, 36.74, 36.74, 33.0]",425.507
4847,"[46, 46, 46, 45, 40, 37.422, 37.422, 37.422, 36.74, 33.0]",425.584
4848,"[47, 46, 46, 45, 40, 38.008, 37.422, 37.422, 36.74, 33.0]",425.584
4849,"[48, 46, 46, 45, 40, 38.594, 37.422, 37.422, 36.74, 33.0]",425.574
4850,"[49, 46, 46, 45, 40, 39.18, 37.422, 37.422, 36.74, 33.0]",425.555
4851,"[47, 47, 46, 45, 40, 38.05, 38.05, 37.422, 36.74, 33.0]",425.567
4852,"[48, 47, 46, 45, 40, 38.636, 38.05, 37.422, 36.74, 33.0]",425.557
4853,"[49, 47, 46, 45, 40, 39.222, 38.05, 37.422, 36.74, 33.0]",425.538
4854,"[48, 48, 46, 45, 40, 38.678, 38.678, 37.422, 36.74, 33.0]",425.53
4855,"[49, 48, 46, 45, 40, 39.264, 38.678, 37.422, 36.74, 33.0]",425.512
4856,"[49, 49, 46, 45, 40, 39.306, 39.306, 37.422, 36.74, 33.0]",425.477
4857,"[47, 47, 47, 45, 40, 38.104, 38.104, 38.104, 36.74, 33.0]",425.526
4858,"[48, 47, 47, 45, 40, 38.69, 38.104, 38.104, 36.74, 33.0]",425.516
4859,"[49, 47, 47, 45, 40, 39.276, 38.104, 38.104, 36.74, 33.0]",425.498
4860,"[48, 48, 47, 45, 40, 38.732, 38.732, 38.104, 36.74, 33.0]",425.49
4861,"[49, 48, 47, 45, 40, 39.318, 38.732, 38.104, 36.74, 33.0]",425.471
4862,"[49, 49, 47, 45, 40, 39.36, 39.36, 38.104, 36.74, 33.0]",425.436
4863,"[48, 48, 48, 45, 40, 38.786, 38.786, 38.786, 36.74, 33.0]",425.439
4864,"[49, 48, 48, 45, 40, 39.372, 38.786, 38.786, 36.74, 33.0]",425.421
4865,"[49, 49, 48, 45, 40, 39.414, 39.414, 38.786, 36.74, 33.0]",425.385
4866,"[49, 49, 49, 45, 40, 39.468, 39.468, 39.468, 36.74, 33.0]",425.326
4867,"[46, 46, 46, 46, 40, 37.488, 37.488, 37.488, 37.488, 33.0]",425.522
4868,"[47, 46, 46, 46, 40, 38.074, 37.488, 37.488, 37.488, 33.0]",425.522
4869,"[48, 46, 46, 46, 40, 38.66, 37.488, 37.488, 37.488, 33.0]",425.512
4870,"[49, 46, 46, 46, 40, 39.246, 37.488, 37.488, 37.488, 33.0]",425.494
4871,"[47, 47, 46, 46, 40, 38.116, 38.116, 37.488, 37.488, 33.0]",425.505
4872,"[48, 47, 46, 46, 40, 38.702, 38.116, 37.488, 37.488, 33.0]",425.495
4873,"[49, 47, 46, 46, 40, 39.288, 38.116, 37.488, 37.488, 33.0]",425.477
4874,"[48, 48, 46, 46, 40, 38.744, 38.744, 37.488, 37.488, 33.0]",425.469
4875,"[49, 48, 46, 46, 40, 39.33, 38.744, 37.488, 37.488, 33.0]",425.45
