episode,uav_id,total_utility,uav_utility_list,select_agent
2590,1,67.802,"[22.775,24.595,20.432]","[0,1,2]"
2590,2,58.487,"[19.325,22.065,17.097]","[0,1,2]"
2590,3,7.059,"[2.512,3.274,1.273]","[0,1,2]"
2590,4,3.761,"[1.251,2.207,0.303]","[0,1,2]"
2600,0,90.793,"[35.655,31.686,23.452]","[0,1,2]"
2600,1,85.293,"[33.4,30.201,21.692]","[0,1,2]"
2600,2,75.748,"[29.49,27.441,18.817]","[0,1,2]"
2600,3,14.43,"[2.787,5.683,5.96]","[0,1,2]"
2600,4,10.647,"[0.944,4.713,4.99]","[0,1,2]"
2610,0,71.852,"[27.951,25.471,18.431]","[0,1,2]"
2610,1,66.572,"[25.696,24.096,16.781]","[0,1,2]"
2610,2,57.257,"[21.786,21.566,13.906]","[0,1,2]"
2610,3,4.84,"[2.006,1.786,1.049]","[0,1,2]"
2610,4,1.639,"[0.745,0.816,0.079]","[0,1,2]"
2620,0,92.886,"[28.849,41.339,22.698]","[0,1,2]"
2620,1,86.671,"[26.649,39.194,20.828]","[0,1,2]"
2620,2,75.746,"[22.854,35.054,17.838]","[0,1,2]"
2620,3,12.45,"[4.063,2.417,5.97]","[0,1,2]"
2620,4,7.988,"[2.802,0.186,5.0]","[0,1,2]"
2630,0,84.884,"[30.904,27.096,26.884]","[0,1,2]"
2630,1,79.549,"[28.869,25.666,25.014]","[0,1,2]"
2630,2,70.004,"[25.304,22.906,21.794]","[0,1,2]"
2630,3,8.686,"[1.568,1.148,5.97]","[0,1,2]"
2630,4,5.388,"[0.307,0.081,5.0]","[0,1,2]"
2640,0,81.585,"[33.571,24.757,23.257]","[0,1,2]"
2640,1,76.36,"[31.646,23.327,21.387]","[0,1,2]"
2640,2,66.93,"[28.081,20.797,18.052]","[0,1,2]"
2640,3,6.601,"[3.356,1.017,2.228]","[0,1,2]"
2640,4,3.109,"[1.804,0.047,1.258]","[0,1,2]"
2650,0,80.211,"[23.965,30.868,25.378]","[0,1,2]"
2650,1,75.536,"[22.425,29.383,23.728]","[0,1,2]"
2650,2,67.256,"[19.665,26.738,20.853]","[0,1,2]"
2650,3,13.85,"[1.863,5.969,6.018]","[0,1,2]"
2650,4,10.552,"[0.602,4.999,4.951]","[0,1,2]"
2660,0,88.268,"[32.124,29.71,26.434]","[0,1,2]"
2660,1,82.713,"[29.649,28.28,24.784]","[0,1,2]"
2660,2,73.053,"[25.509,25.75,21.794]","[0,1,2]"
2660,3,13.713,"[1.773,5.97,5.97]","[0,1,2]"
2660,4,10.318,"[0.318,5.0,5.0]","[0,1,2]"
2670,0,90.255,"[34.456,33.284,22.515]","[0,1,2]"
2670,1,84.645,"[32.146,31.689,20.81]","[0,1,2]"
2670,2,74.87,"[28.236,28.814,17.82]","[0,1,2]"
2670,3,11.574,"[2.522,6.067,2.985]","[0,1,2]"
2670,4,7.694,"[0.679,5.0,2.015]","[0,1,2]"
2680,0,81.412,"[26.54,29.257,25.615]","[0,1,2]"
2680,1,76.077,"[24.505,27.662,23.91]","[0,1,2]"
2680,2,66.877,"[21.285,24.787,20.805]","[0,1,2]"
2680,3,11.493,"[3.483,2.04,5.97]","[0,1,2]"
2680,4,8.195,"[2.125,1.07,5.0]","[0,1,2]"
2690,0,95.952,"[37.909,35.45,22.593]","[0,1,2]"
2690,1,90.232,"[35.489,33.8,20.943]","[0,1,2]"
2690,2,79.882,"[31.349,30.695,17.838]","[0,1,2]"
2690,3,13.619,"[1.679,5.97,5.97]","[0,1,2]"
2690,4,10.127,"[0.127,5.0,5.0]","[0,1,2]"
2700,0,86.788,"[32.827,28.399,25.562]","[0,1,2]"
2700,1,81.453,"[30.847,26.804,23.802]","[0,1,2]"
2700,2,71.563,"[27.167,23.814,20.582]","[0,1,2]"
2700,3,9.256,"[2.442,1.067,5.747]","[0,1,2]"
2700,4,5.667,"[0.89,0.0,4.777]","[0,1,2]"
2710,0,84.42,"[35.847,24.24,24.333]","[0,1,2]"
2710,1,78.755,"[33.152,22.92,22.683]","[0,1,2]"
2710,2,69.21,"[28.782,20.62,19.808]","[0,1,2]"
2710,3,10.859,"[2.079,2.818,5.962]","[0,1,2]"
2710,4,7.367,"[0.527,1.848,4.992]","[0,1,2]"
2720,0,84.072,"[28.712,33.229,22.131]","[0,1,2]"
2720,1,78.957,"[26.842,31.689,20.426]","[0,1,2]"
2720,2,69.757,"[23.622,28.814,17.321]","[0,1,2]"
2720,3,11.406,"[3.842,6.067,1.497]","[0,1,2]"
2720,4,8.011,"[2.484,5.0,0.527]","[0,1,2]"
2730,0,91.673,"[33.935,33.302,24.435]","[0,1,2]"
2730,1,86.063,"[31.625,31.707,22.73]","[0,1,2]"
2730,2,76.058,"[27.6,28.717,19.74]","[0,1,2]"
2730,3,13.751,"[1.886,5.97,5.894]","[0,1,2]"
2730,4,10.162,"[0.237,5.0,4.924]","[0,1,2]"
2740,0,75.262,"[23.414,31.973,19.875]","[0,1,2]"
2740,1,70.697,"[22.094,30.488,18.115]","[0,1,2]"
2740,2,62.647,"[19.794,27.728,15.125]","[0,1,2]"
2740,3,10.23,"[2.981,5.97,1.279]","[0,1,2]"
2740,4,7.126,"[1.817,5.0,0.309]","[0,1,2]"
2750,0,89.632,"[33.517,32.167,23.949]","[0,1,2]"
2750,1,84.132,"[31.262,30.682,22.189]","[0,1,2]"
2750,2,74.702,"[27.582,27.922,19.199]","[0,1,2]"
2750,3,13.384,"[1.868,6.164,5.353]","[0,1,2]"
2750,4,9.989,"[0.607,5.0,4.383]","[0,1,2]"
2760,0,82.376,"[27.402,34.388,20.586]","[0,1,2]"
2760,1,77.206,"[25.367,32.793,19.046]","[0,1,2]"
2760,2,67.776,"[21.802,29.803,16.171]","[0,1,2]"
2760,3,10.414,"[2.022,6.067,2.325]","[0,1,2]"
2760,4,7.019,"[0.664,5.0,1.355]","[0,1,2]"
2770,0,72.564,"[22.674,28.285,21.604]","[0,1,2]"
2770,1,67.944,"[21.354,26.69,19.899]","[0,1,2]"
2770,2,59.779,"[19.169,23.815,16.794]","[0,1,2]"
2770,3,5.384,"[3.345,1.068,0.97]","[0,1,2]"
2770,4,1.892,"[1.89,0.001,0.0]","[0,1,2]"
2780,0,85.545,"[38.891,27.143,19.511]","[0,1,2]"
2780,1,79.715,"[36.306,25.603,17.806]","[0,1,2]"
2780,2,69.25,"[31.706,22.728,14.816]","[0,1,2]"
2780,3,3.976,"[2.036,0.97,0.97]","[0,1,2]"
2780,4,0.581,"[0.581,0.0,0.0]","[0,1,2]"
